genre,category
metal catarinense,metal
metal colombiano,metal
metal cover,metal
metal cristao,metal
metal galego,metal
metal gaucho,metal
metal gotico,metal
metal guitar,metal
metal mineiro,metal
metal noir quebecois,metal
metal paranaense,metal
metal salvadoreno,metal
metal tico,metal
metalcore,metal
metalcore espanol,metal
metallic hardcore,metal
metropopolis,pop
mevlevi sufi,other
mexican black metal,metal
mexican classic rock,classic
mexican classical,classic
mexican death metal,metal
mexican edm,other
mexican electronic,electronic
mexican experimental,other
mexican hardcore,other
mexican hip hop,hiphop
mexican indie,other
mexican metal,metal
mexican pop,pop
mexican pop punk,pop
mexican power metal,metal
mexican rock,rock
mexican rock-and-roll,rock
mexican son,other
mexican tech house,other
mexican techno,other
mexican traditional,other
miami bass,other
miami hip hop,hiphop
miami indie,other
miami metal,metal
michigan folk,folk
michigan indie,other
microhouse,other
microtonal,other
middle earth,other
middle east hip hop,hiphop
middle eastern traditional,other
midwest americana,other
midwest emo,other
milan indie,other
military band,other
military cadence,other
military rap,rap
milwaukee hip hop,hiphop
milwaukee indie,other
minimal dnb,other
minimal dub,other
minimal dubstep,other
minimal melodic techno,other
minimal synth,other
minimal tech house,other
minimal techno,other
minimal wave,other
minimalism,other
minneapolis indie,other
minneapolis metal,metal
minneapolis punk,punk
minneapolis sound,other
minnesang,other
minnesota hip hop,hiphop
minnesota metal,metal
mississippi hip hop,hiphop
mississippi indie,other
missouri indie,other
mizrahi,other
mod revival,other
modern alternative pop,pop
modern alternative rock,rock
modern big band,other
modern blues,blues
modern blues rock,blues
modern bollywood,other
modern cello,other
modern chamber music,other
modern country pop,pop
modern country rock,rock
modern darkwave,other
modern downshift,other
modern dream pop,pop
modern electroacoustic,other
modern folk rock,folk
modern free jazz,jazz
modern funk,other
modern goth,other
modern hard rock,rock
modern hardcore,other
modern indie folk,folk
modern indie pop,pop
modern jangle pop,pop
modern jazz piano,jazz
modern jazz trio,jazz
modern jungle,other
modern melodic hardcore,other
modern mod,other
modern old-time,other
modern performance,other
modern power pop,pop
modern progressive rock,rock
modern psychedelic folk,folk
modern reggae,reggae
modern rock,rock
modern salsa,other
modern ska punk,punk
modern southern rock,rock
modern string quartet,other
modern swing,other
modern uplift,other
modular synth,other
modular techno,other
moldovan pop,pop
mongolian alternative,other
mongolian folk,folk
mongolian hip hop,hiphop
mongolian pop,pop
montana indie,other
montana metal,metal
montana roots,other
monterrey indie,other
montreal indie,other
moog,other
moombahton,other
moorish traditional,other
morelos indie,other
morna,other
moroccan pop,pop
moroccan traditional,other
motivation,other
motown,other
mountain dulcimer,other
movie tunes,other
mpb,other
multidisciplinary,other
mumbai indie,other
mundart,other
munich electronic,electronic
munich indie,other
murcia indie,other
music box,other
music hall,other
musica afroperuana,other
musica aguascalentense,other
musica alagoana,other
musica andina,other
musica andina chilena,other
musica andina colombiana,other
musica andorra,other
musica angolana,other
musica antigua,other
musica aragonesa,other
musica brasiliense,other
musica cabo-verdiana,other
musica calabrese,other
musica campechana,other
musica campineira,other
musica canaria,other
musica catarinense,other
musica cearense,other
musica chiapaneca,other
musica chihuahuense,other
musica colombiana instrumental,other
musica costarricense,other
musica costena,other
musica criolla,other
musica cristiana guatemalteca,other
musica ecuatoguineana,other
musica eletronica brasileira,other
musica etnica,other
musica evangelica instrumental,other
musica folk asturiana,folk
musica gaucha tradicionalista,other
musica guerrerense,other
musica guineense,other
musica hondurena,other
musica indigena brasileira,other
musica indigena latinoamericana,other
musica indigena mexicana,other
musica infantil,other
musica instrumental cristiana,other
musica istmena,other
musica jibara,other
musica juiz-forana,other
musica llanera,other
musica maranhense,other
musica mato-grossense,other
musica mexicana,other
musica mexiquense,other
musica michoacana,other
musica mocambicana,other
musica morelense,other
musica nicaraguense,other
musica nortena chilena,other
musica oaxaquena,other
musica occitana,other
musica otavalena,other
musica para criancas,other
musica para ninos,other
musica paraibana,other
musica paranaense,other
musica per bambini,other
musica pitiusa,other
musica popular amazonense,pop
musica popular colombiana,pop
musica popular mineira,pop
musica popular paraense,pop
musica popular uruguaya,pop
musica portuguesa contemporanea,other
musica prehispanica,other
musica purepecha,other
musica quintanarroense,other
musica santomense,other
musica sarda,other
musica sergipana,other
musica sinaloense,other
musica sinfonica,other
musica tabasquena,other
musica tamaulipeca,other
musica tlaxcalteca,other
musica tradicional cubana,other
musica triste brasileira,other
musica tropical guatemalteca,other
musica valenciana,other
musica yucateca,other
musical advocacy,other
musiikkia lapsille,other
musik anak-anak,other
musiqi-ye zanan,other
musique acadienne,other
musique ancienne,other
musique concrete,other
musique guadeloupe,other
musique mandingue,other
musique mariage algerien,other
musique mauritanienne,other
musique militaire,other
musique nigerienne,other
musique peule,other
musique pour enfant quebecois,other
musique pour enfants,other
musique tahitienne,other
musique tchadienne,other
musique traditionnelle comorienne,other
musique traditionnelle congolaise,other
musique urbaine kinshasa,other
muzica crestina,other
muzica etno,other
muzica lautareasca,other
muzica populara,pop
muziek voor kinderen,other
muzika l_yeladim,other
myanmar indie,other
nadaswaram,other
naija old school,other
naija worship,other
nantes indie,other
narodna muzika,other
narodnozabavna,other
nasheed,other
nashville americana,other
nashville hip hop,hiphop
nashville indie,other
nashville singer-songwriter,other
nashville sound,other
nasyid,other
native american contemporary,other
native american flute,other
native american hip hop,hiphop
native american metal,metal
native american spiritual,other
native american traditional,other
navajo,other
ndombolo,other
neapolitan funk,other
necrotrap,trap
nederlandse hardstyle,other
nederpop,pop
nederreggae,reggae
neo classical metal,classic
neo grime,other
neo honky tonk,other
neo mellow,other
neo metal,metal
neo r&b,other
neo soul,other
neo soul-jazz,jazz
neo-classical,classic
neo-crust,other
neo-industrial rock,rock
neo-kraut,other
neo-manele,other
neo-pagan,other
neo-progressive,other
neo-proto,other
neo-psicodelia brasileira,other
neo-psychedelic,other
neo-rockabilly,rock
neo-singer-songwriter,other
neo-synthpop,pop
neo-trad doom metal,metal
neo-trad metal,metal
neo-trad prog,other
neo-traditional bluegrass,other
neo-traditional country,other
neoclassical darkwave,classic
neoclassicism,classic
neofolk,folk
neon pop punk,pop
neoperreo,other
neotango,other
nepali indie,other
nephop,other
nerdcore,other
nerdcore brasileiro,other
neue deutsche harte,other
neue deutsche todeskunst,other
neue deutsche welle,other
neue neue deutsche welle,other
neue volksmusik,other
neurofunk,other
neurostep,other
new age,other
new age piano,other
new americana,other
new beat,other
new brunswick indie,other
new comedy,other
new delhi indie,other
new england americana,other
new england emo,other
new england experimental,other
new england metal,metal
new french touch,other
new hampshire indie,other
new isolationism,other
new italo disco,disco
new jack smooth,other
new jack swing,other
new jersey hardcore,other
new jersey indie,other
new jersey punk,punk
new jersey rap,rap
new jersey underground rap,rap
new mexico music,other
new orleans americana,other
new orleans blues,blues
new orleans funk,other
new orleans indie,other
new orleans jazz,jazz
new orleans rap,rap
new orleans soul,other
new rave,other
new romantic,other
new tejano,other
new tribe,other
new wave,other
new wave of glam metal,metal
new wave of osdm,other
new wave of speed metal,metal
new wave of thrash metal,metal
new wave pop,pop
new weird america,other
new weird finland,other
new york death metal,metal
new york drill,other
new zealand classical,classic
newcastle indie,other
newcastle nsw indie,other
newfoundland indie,other
ney,other
ngoni,other
nice indie,other
nigerian hip hop,hiphop
nigerian pop,pop
nightcore,other
nightrun,other
nintendocore,other
nitzhonot,other
nl folk,folk
no beat,other
no wave,other
noel quebecois,other
noise,other
noise pop,pop
noise punk,punk
noise rock,rock
noisecore,other
nordic ambient,other
nordic classical piano,classic
nordic contemporary classical,classic
nordic folk,folk
nordic folk metal,folk
nordic house,other
nordic orchestra,other
nordic post-rock,rock
nordic shoegaze,other
nordic soundtrack,other
nordnorsk musikk,other
nordnorsk ponk,other
nordnorsk rap,rap
normal indie,other
norman ok indie,other
norrbotten indie,other
norrlandsk hip hop,hiphop
norske viser,other
norteno,other
norteno-sax,other
north alabama indie,other
north carolina emo,other
north carolina hip hop,hiphop
north carolina indie,other
north carolina metal,metal
north carolina roots,other
north dakota indie,other
north east england indie,other
northern irish indie,other
northern irish punk,punk
northern soul,other
northumbrian folk,folk
norwegian alternative rock,rock
norwegian americana,other
norwegian black metal,metal
norwegian blues,blues
norwegian choir,other
norwegian classical,classic
norwegian contemporary jazz,jazz
norwegian country,other
norwegian death metal,metal
norwegian doom metal,metal
norwegian experimental,other
norwegian folk,folk
norwegian hardcore,other
norwegian hip hop,hiphop
norwegian house,other
norwegian indie,other
norwegian jazz,jazz
norwegian metal,metal
norwegian pop,pop
norwegian pop rap,rap
norwegian prog,other
norwegian psychedelic,other
norwegian punk rock,punk
norwegian rock,rock
norwegian singer-songwriter,other
norwegian space disco,disco
norwegian techno,other
norwegian trap,trap
nottingham hip hop,hiphop
nottingham indie,other
nouvelle chanson francaise,other
nova canco,other
nova mpb,other
nova musica maranhense,other
nova musica paulista,other
nova musica pernambucana,other
novelty,other
novo rock gaucho,rock
nu age,other
nu disco,disco
nu electro,other
nu gabber,other
nu gaze,other
nu jazz,jazz
nu metal,metal
nu skool breaks,other
nu-cumbia,other
nu-metalcore,metal
nubian traditional,other
nueva cancion,other
nueva ola chilena,other
nueva ola peruana,other
nuevo flamenco,other
nuevo folklore argentino,folk
nuevo folklore mexicano,folk
nuevo tango,other
nursery,other
nwobhm,other
nwocr,other
nwothm,other
ny roots,other
nyahbinghi,other
nyc metal,metal
nyc pop,pop
nyc rap,rap
nyckelharpa,other
nyhc,other
nz alternative rock,rock
nz dnb,other
nz electronic,electronic
nz folk,folk
nz hardcore,other
nz hip hop,hiphop
nz indie,other
nz jazz,jazz
nz metal,metal
nz pop,pop
nz punk,punk
nz reggae,reggae
nz singer-songwriter,other
oakland hip hop,hiphop
oakland indie,other
oaxaca indie,other
oc indie,other
oc rap,rap
occult black metal,metal
oceania soundtrack,other
odia pop,pop
ohio hardcore,other
ohio hip hop,hiphop
ohio indie,other
oi,other
ok indie,other
okc indie,other
okinawan pop,pop
oktoberfest,other
old school atlanta hip hop,hiphop
old school bassline,other
old school dancehall,other
old school ebm,other
old school hard trance,other
old school highlife,other
old school hip hop,hiphop
old school rap francais,rap
old school thrash,other
old school uk hip hop,hiphop
old west,other
old-time,other
old-time fiddle,other
oldschool deutschrap,rap
olympia wa indie,other
omaha indie,other
one-person band,other
ontario indie,other
opera,other
opera chorus,other
opera metal,metal
operatic pop,pop
operetta,other
opm,other
oratory,other
orchestra,other
orchestral performance,other
orchestral soundtrack,other
orebro indie,other
organic ambient,other
organic electronic,electronic
organic house,other
orgcore,other
oriental classical,classic
oriental metal,metal
orkiestra symfoniczna,other
orkney and shetland folk,folk
orlando indie,other
orquesta cubana,other
orquesta tipica,other
orquestas de galicia,other
orthodox chant,other
oshare kei,other
oslo indie,other
ostrock,rock
ostschlager,other
otacore,other
oth indie,other
otroske pesmice,other
ottawa indie,other
ottawa rap,rap
oud,other
oulu indie,other
oulu metal,metal
outer hip hop,hiphop
outlaw country,other
outsider,other
outsider house,other
oxford choir,other
oxford indie,other
p funk,other
p-pop,pop
pacific islands pop,pop
pagan black metal,metal
pagode,other
pagode baiano,other
pagode novo,other
paidika tragoudia,other
paisley underground,other
pakistani folk,folk
pakistani hip hop,hiphop
pakistani indie,other
pakistani pop,pop
pakistani rock,rock
palestinian alternative,other
palestinian hip hop,hiphop
palestinian pop,pop
palestinian traditional,other
palm desert scene,other
panamanian pop,pop
panamanian rock,rock
panpipe,other
pansori,other
papuan traditional,other
papuri,other
paracana,other
parody,other
partido alto,other
partyschlager,other
pastoral,other
pei indie,other
pennsylvania hardcore,other
permanent wave,other
perreo,other
persian alternative,other
persian electronic,electronic
persian hip hop,hiphop
persian neo-traditional,other
persian poetry,other
persian pop,pop
persian rock,rock
persian traditional,other
persian underground hip hop,hiphop
perth indie,other
peruvian death metal,metal
peruvian experimental,other
peruvian hip hop,hiphop
peruvian indie,other
peruvian metal,metal
peruvian punk,punk
peruvian rock,rock
pet calming,other
philly drill,other
philly indie,other
philly rap,rap
philly soul,other
phoenix indie,other
phonk,other
phonk brasileiro,other
pianissimo,other
piano blues,blues
piano cover,other
piano house,other
piano mpb,other
piano rock,rock
piano worship,other
pibroch,other
piedmont blues,blues
pink noise,other
pinoy alternative rap,rap
pinoy alternative rock,rock
pinoy city pop,pop
pinoy drill,other
pinoy hip hop,hiphop
pinoy idol pop,pop
pinoy indie,other
pinoy indie rock,rock
pinoy metal,metal
pinoy pop punk,pop
pinoy praise,other
pinoy r&b,other
pinoy reggae,reggae
pinoy rock,rock
pinoy shoegaze,other
pinoy singer-songwriter,other
pinoy traditional,other
pinoy trap,trap
pipa,other
pirate,other
piratenmuziek,other
piseiro,other
pittsburgh indie,other
pittsburgh indie rock,rock
pittsburgh metal,metal
pittsburgh rap,rap
pittsburgh rock,rock
pixel,other
pixie,other
plugg,other
pluggnb,other
plunderphonics,other
poetry,other
polca paraguaya,other
police band,other
polish alternative,other
polish alternative rap,rap
polish alternative rock,rock
polish ambient,other
polish black metal,metal
polish choir,other
polish classical,classic
polish classical piano,classic
polish contemporary classical,classic
polish death metal,metal
polish drill,other
polish early music,other
polish electronica,electronic
polish experimental,other
polish experimental electronic,electronic
polish folk metal,folk
polish free jazz,jazz
polish hip hop,hiphop
polish indie,other
polish jazz,jazz
polish metal,metal
polish modern jazz,jazz
polish old school hip hop,hiphop
polish pop,pop
polish post-punk,punk
polish post-rock,rock
polish prog,other
polish psychedelia,other
polish punk,punk
polish reggae,reggae
polish rock,rock
polish synthpop,pop
polish techno,other
polish thrash metal,metal
polish trap,trap
polish underground rap,rap
political hip hop,hiphop
polka,other
polka nortena,other
polynesian hip hop,hiphop
polynesian traditional,other
polyphonies corses,other
polyphony,other
pop,pop
pop ambient,pop
pop argentino,pop
pop catracho,pop
pop chileno,pop
pop costarricense,pop
pop cristiano,pop
pop dance,pop
pop edm,pop
pop electronico,pop
pop emo,pop
pop flamenco,pop
pop folk,folk
pop house,pop
pop lgbtq+ brasileira,pop
pop minang,pop
pop nacional,pop
pop nacional antigas,pop
pop peruano,pop
pop punk,pop
pop quebecois,pop
pop r&b,pop
pop rap,rap
pop rap brasileiro,rap
pop reggaeton,reggaeton
pop rock,pop
pop rock brasileiro,pop
pop romantico,pop
pop soul,pop
pop teen brasileiro,pop
pop urbaine,pop
pop venezolano,pop
pop violin,pop
pop worship,pop
popgaze,pop
popping,pop
pops orchestra,pop
popwave,pop
pornogrind,other
porro,other
portland hip hop,hiphop
portland indie,other
portland metal,metal
portland punk,punk
portsmouth indie,other
portuguese black metal,metal
portuguese classical,classic
portuguese contemporary classical,classic
portuguese death metal,metal
portuguese early music,other
portuguese experimental,other
portuguese folk,folk
portuguese indie,other
portuguese indie rock,rock
portuguese jazz,jazz
portuguese metal,metal
portuguese pop,pop
portuguese post-rock,rock
portuguese rock,rock
portuguese techno,other
post-black metal,metal
post-disco,disco
post-disco soul,disco
post-doom metal,metal
post-grunge,other
post-hardcore,other
post-metal,metal
post-minimalism,other
post-post-hardcore,other
post-punk,punk
post-punk argentina,punk
post-punk brasileiro,punk
post-punk mexicano,punk
post-rock,rock
post-romantic era,other
post-screamo,other
post-teen pop,pop
pov: indie,other
power blues-rock,blues
power electronics,electronic
power metal,metal
power noise,other
power pop,pop
power thrash,other
power-pop punk,pop
powerviolence,other
powwow,other
prague indie,other
praise,other
prank,other
pre-war blues,blues
prepared piano,other
preschool children_s music,other
prog metal,metal
prog quebec,other
progressive alternative,other
progressive black metal,metal
progressive bluegrass,other
progressive breaks,other
progressive death metal,metal
progressive deathcore,other
progressive doom,other
progressive electro house,other
progressive groove metal,metal
progressive house,other
progressive jazz fusion,jazz
progressive metal,metal
progressive metalcore,metal
progressive post-hardcore,other
progressive power metal,metal
progressive psytrance,other
progressive rock,rock
progressive sludge,other
progressive technical death metal,metal
progressive thrash,other
progressive trance,other
progressive trance house,other
progressive uplifting trance,other
protest folk,folk
proto-hyperpop,pop
proto-metal,metal
proto-rap,rap
proto-techno,other
protopunk,punk
psalms,other
psicodelia brasileira,other
psicodelia mexicana,other
psybass,other
psybreaks,other
psych gaze,other
psychedelic blues-rock,blues
psychedelic doom,other
psychedelic folk,folk
psychedelic folk rock,folk
psychedelic hip hop,hiphop
psychedelic jazz fusion,jazz
psychedelic pop,pop
psychedelic punk,punk
psychedelic rock,rock
psychedelic soul,other
psychedelic space rock,rock
psychedelic trance,other
psychill,other
psychobilly,other
psychokore,other
psydub,other
psytech,other
pub rock,rock
puerto rican folk,folk
puerto rican indie,other
puerto rican metal,metal
puerto rican pop,pop
puerto rican rock,rock
puglia indie,other
puirt-a-beul,other
pune indie,other
punjabi hip hop,hiphop
punjabi lo-fi,other
punjabi pop,pop
punk,punk
punk _n_ roll,punk
punk blues,blues
punk catala,punk
punk cover,punk
punk euskera,punk
punk galego,punk
punk rock italiano,punk
punk rock mexicano,punk
punk ska,punk
punk tuga,punk
punk urbano,punk
punta,other
punta rock,rock
purple sound,other
pygmy music,other
qanun,other
qawwali,other
quartetto d_archi,other
quatuor a cordes,other
quebec death metal,metal
quebec hardcore,other
quebec indie,other
quebec metal,metal
quebec punk,punk
queens hip hop,hiphop
queer country,other
queercore,other
quiet storm,other
r&b,other
r&b argentino,other
r&b brasileiro,other
r&b en espanol,other
r&b francais,other
rabindra sangeet,other
rabm,other
raboday,other
radio symphony,other
raga rock,rock
rage rap,rap
ragga jungle,other
raggatek,other
ragtime,other
rai,other
rajasthani folk,folk
rajasthani pop,pop
ramonescore,other
ranchera,other
rap,rap
rap algerien,rap
rap angolano,rap
rap antillais,rap
rap baiano,rap
rap baixada fluminense,rap
rap belge,rap
rap boricua,rap
rap calme,rap
rap canario,rap
rap catala,rap
rap catarinense,rap
rap cearense,rap
rap chileno,rap
rap conciencia,rap
rap conscient,rap
rap cristiano,rap
rap df,rap
rap dominicano,rap
rap euskera,rap
rap femenino mexicano,rap
rap feminino chileno,rap
rap feminino nacional,rap
rap francais,rap
rap francais nouvelle vague,rap
rap gabonais,rap
rap galego,rap
rap gaucho,rap
rap genovese,rap
rap guineen,rap
rap inde,rap
rap italiano old school,rap
rap ivoire,rap
rap kreyol,rap
rap latina,rap
rap lyonnais,rap
rap maroc,rap
rap maromba,rap
rap marseille,rap
rap metal,rap
rap metal espanol,rap
rap metalcore,rap
rap mineiro,rap
rap montrealais,rap
rap nacional antigo,rap
rap napoletano,rap
rap nortista,rap
rap paranaense,rap
rap politico,rap
rap portuense,rap
rap rock,rap
rap salvadoreno,rap
rap sardegna,rap
rap siciliano,rap
rap tico,rap
rap tunisien,rap
rap uliczny,rap
rap underground colombiano,rap
rap underground espanol,rap
rap underground mexicano,rap
rap uruguayo,rap
rare groove,other
raspe,other
rautalanka,other
rave,other
rave funk,other
raw black metal,metal
raw techno,other
rawstyle,other
re:techno,other
reading,other
reading indie,other
rebel blues,blues
rebetiko,other
recorder,other
red dirt,other
redneck,other
reggae,reggae
reggae catala,reggae
reggae cover,reggae
reggae do maranhao,reggae
reggae en espanol,reggae
reggae fusion,reggae
reggae gaucho,reggae
reggae maghreb,reggae
reggae mexicano,reggae
reggae rock,reggae
reggae tico,reggae
reggae tuga,reggae
reggae uruguayo,reggae
reggaeton,reggaeton
reggaeton chileno,reggaeton
reggaeton colombiano,reggaeton
reggaeton cristiano,reggaeton
reggaeton flow,reggaeton
reggaeton mexicano,reggaeton
regional mexicano femenil,other
relaxative,other
remix product,other
renaissance,other
rennes indie,other
retro metal,metal
retro soul,other
rez country,other
rhode island indie,other
rhode island rap,rap
rhythm and blues,blues
rhythm game,other
rhythm rock,rock
riddim,other
riddim dubstep,other
rif,other
rio grande do sul indie,other
riot grrrl,other
ritual ambient,other
rochester mn indie,other
rochester ny indie,other
rock,rock
rock alternatif francais,rock
rock alternativo brasileiro,rock
rock alternativo espanol,rock
rock andaluz,rock
rock baiano,rock
rock brasiliense,rock
rock catala,rock
rock catracho,rock
rock chapin,rock
rock cristiano,rock
rock curitibano,rock
rock drums,rock
rock en asturiano,rock
rock en espanol,rock
rock gaucho,rock
rock gotico,rock
rock in opposition,rock
rock independant francais,rock
rock kapak,rock
rock keyboard,rock
rock mineiro,rock
rock nacional,rock
rock nacional brasileiro,rock
rock nica,rock
rock noise,rock
rock of gibraltar,rock
rock paraibano,rock
rock pernambucano,rock
rock progresivo mexicano,rock
rock progressif francais,rock
rock quebecois,rock
rock tico,rock
rock urbano mexicano,rock
rock uruguayo,rock
rock viet,rock
rock-and-roll,rock
rockabilly,rock
rockabilly en espanol,rock
rocksteady,rock
roda de samba,other
rogaland musikk,other
romanian classical piano,classic
romanian contemporary classical,classic
romanian electronic,electronic
romanian folk,folk
romanian house,other
romanian metal,metal
romanian pop,pop
romanian punk,punk
romanian rap,rap
romanian rock,rock
romanian trap,trap
romantico,other
rome indie,other
rominimal,other
rondalla,other
roots americana,other
roots reggae,reggae
roots rock,rock
roots worship,other
rosario indie,other
rosary,other
rotterdam indie,other
rumba,other
rumba catalana,other
rumba congolaise,other
rune folk,folk
russelater,other
russian alt pop,pop
russian alternative rock,rock
russian black metal,metal
russian ccm,other
russian chanson,other
russian choir,other
russian classical piano,classic
russian contemporary classical,classic
russian dance,other
russian dance pop,pop
russian death metal,metal
russian dnb,other
russian drain,other
russian drill,other
russian edm,other
russian electronic,electronic
russian emo,other
russian emo rap,rap
russian experimental electronic,electronic
russian folk,folk
russian folk metal,folk
russian folk rock,folk
russian gangster rap,rap
russian grime,other
russian hardcore,other
russian heavy metal,metal
russian hip hop,hiphop
russian indie,other
russian indie rock,rock
russian jazz,jazz
russian metal,metal
russian metalcore,metal
russian modern classical,classic
russian modern jazz,jazz
russian nu metal,metal
russian old school hip hop,hiphop
russian orchestra,other
russian plugg,other
russian pop,pop
russian post-punk,punk
russian post-rock,rock
russian power metal,metal
russian punk,punk
russian punk rock,punk
russian rave,other
russian reggae,reggae
russian rock,rock
russian romance,other
russian romanticism,other
russian shoegaze,other
russian ska,other
russian synthpop,pop
russian techno,other
russian trance,other
russian trap,trap
russian trap metal,trap
russian underground rap,rap
russian viral pop,pop
russian witch house,other
rusyn folk,folk
ruta destroy,other
rva drill,other
rva indie,other
rwandan hip hop,hiphop
rwandan traditional,other
sacramento hip hop,hiphop
sacramento indie,other
sacred harp,other
sacred steel,other
sad lo-fi,other
sad rap,rap
sad sierreno,other
salon music,other
salsa,other
salsa choke,other
salsa colombiana,other
salsa cubana,other
salsa international,other
salsa peruana,other
salsa puertorriquena,other
salsa venezolana,other
salzburg indie,other
samba,other
samba de roda,other
samba moderno,other
samba reggae,reggae
samba-enredo,other
samba-jazz,jazz
samba-rock,rock
sambass,other
sami,other
samoan pop,pop
samurai trap,trap
san antonio indie,other
san antonio rap,rap
san diego indie,other
san diego rap,rap
san marcos tx indie,other
sanfona,other
santa fe indie,other
santoor,other
santur,other
sarangi,other
sardinia indie,other
sarod,other
saskatchewan indie,other
sasscore,other
saxony metal,metal
saxophone house,other
saxophone trio,other
scam rap,rap
scandinavian r&b,other
scandipop,pop
schlager,other
school choir,other
school ensemble,other
schrammelmusik,other
schranz,other
sci-fi metal,metal
scorecore,other
scottish americana,other
scottish drill,other
scottish electronic,electronic
scottish fiddle,other
scottish folk,folk
scottish gaelic folk,folk
scottish hip hop,hiphop
scottish hush,other
scottish indie,other
scottish indie folk,folk
scottish indie rock,rock
scottish jazz,jazz
scottish metal,metal
scottish new wave,other
scottish rock,rock
scottish singer-songwriter,other
scottish smallpipe,other
scottish techno,other
scouse rap,rap
scratch,other
scream rap,rap
screamo,other
screamocore,other
sda a cappella,other
sean-nos singing,other
seattle hip hop,hiphop
seattle indie,other
seattle metal,metal
second line,other
seemannslieder,other
sefardi,other
sega,other
sega mauricien,other
seiyu,other
semba,other
senegalese traditional,other
sepedi pop,pop
serbian alternative rock,rock
serbian electronic,electronic
serbian hip hop,hiphop
serbian indie,other
serbian metal,metal
serialism,other
sertanejo,other
sertanejo pop,pop
sertanejo tradicional,other
sertanejo universitario,other
sesotho pop,pop
sevdah,other
sevilla indie,other
sevillanas,other
seychelles pop,pop
shaabi,other
shakuhachi,other
shamanic,other
shamisen,other
shanty,other
sheffield indie,other
shib,other
shibuya-kei,other
shimmer pop,pop
shimmer psych,other
shiver pop,pop
shoegaze,other
shoegaze brasileiro,other
shojo,other
shonen,other
show tunes,other
shred,other
shush,other
sichuanese hip hop,hiphop
sierra leonean pop,pop
sierreno,other
sigilkore,other
sinaloa indie,other
sindhi,other
singaporean electronic,electronic
singaporean hip hop,hiphop
singaporean indie,other
singaporean mandopop,pop
singaporean metal,metal
singaporean pop,pop
singaporean singer-songwriter,other
singeli,other
singer-songwriter,other
singer-songwriter pop,pop
singing bowl,other
sinhala edm,other
sinhala pop,pop
sinhala rap,rap
sitar,other
ska,other
ska argentino,other
ska catala,other
ska espanol,other
ska jazz,jazz
ska mexicano,other
ska punk,punk
ska revival,other
skansk musik,other
skate punk,punk
skinhead oi,other
skramz,other
sky room,other
slack-key guitar,other
slam death metal,metal
slam poetry,other
slamming deathcore,other
slap house,other
slash punk,punk
slavic folk metal,folk
slavic metal,metal
slayer,other
slc hardcore,other
slc indie,other
sleaze rock,rock
sleep,other
slovak electronic,electronic
slovak folk,folk
slovak hip hop,hiphop
slovak indie,other
slovak metal,metal
slovak pop,pop
slovak rock,rock
slovenian electronic,electronic
slovenian folk,folk
slovenian indie,other
slovenian metal,metal
slovenian pop,pop
slovenian rock,rock
slovenske chvaly,other
slow game,other
slowcore,other
slowed and reverb,other
sludge metal,metal
sludgecore,other
slushwave,other
small room,other
smooth jazz,jazz
smooth saxophone,other
smooth soul,other
soca,other
socal indie,other
socal pop punk,pop
social media pop,pop
soda pop,pop
soft rock,rock
solipsynthm,other
solo wave,other
solomon islands pop,pop
son cubano,other
son cubano clasico,other
son jarocho,other
song poem,other
sophisti-pop,pop
soukous,other
soul,other
soul blues,blues
soul flow,other
soul jazz,jazz
souldies,other
soulful house,other
sound,other
sound art,other
sound collage,other
sound team,other
soundtrack,other
south african alternative,other
south african choral,other
south african country,other
south african deep house,other
south african dnb,other
south african electronic,electronic
south african gospel,other
south african hip hop,hiphop
south african house,other
south african jazz,jazz
south african metal,metal
south african modern jazz,jazz
south african pop,pop
south african pop dance,pop
south african punk,punk
south african r&b,other
south african rock,rock
south african soulful deep house,other
south african trap,trap
south african underground rap,rap
south asian metal,metal
south carolina hip hop,hiphop
south carolina indie,other
south carolina metal,metal
south dakota indie,other
south sudanese pop,pop
southampton indie,other
southern americana,other
southern china indie,other
southern gospel,other
southern hip hop,hiphop
southern metal,metal
southern rock,rock
southern soul,other
southern soul blues,blues
sovietwave,other
spa,other
space age pop,pop
space ambient,other
space rock,rock
spacegrunge,other
spacesynth,other
spacewave,other
spanish baroque,other
spanish black metal,metal
spanish blues,blues
spanish classical,classic
spanish classical piano,classic
spanish contemporary classical,classic
spanish death metal,metal
spanish electronic,electronic
spanish experimental,other
spanish folk,folk
spanish folk metal,folk
spanish folk rock,folk
spanish hip hop,hiphop
spanish indie folk,folk
spanish indie pop,pop
spanish indie rock,rock
spanish invasion,other
spanish jazz,jazz
spanish metal,metal
spanish modern rock,rock
spanish new wave,other
spanish noise pop,pop
spanish pop,pop
spanish pop rock,pop
spanish post-punk,punk
spanish post-rock,rock
spanish prog,other
spanish progressive rock,rock
spanish psychedelic rock,rock
spanish punk,punk
spanish reggae,reggae
spanish renaissance,other
spanish rock,rock
spanish rockabilly,rock
spanish synthpop,pop
spanish techno,other
spectra,other
sped up,other
speed garage,other
speed house,other
speed metal,metal
speedcore,other
speedrun,other
spiritual hip hop,hiphop
spiritual jazz,jazz
spirituals,other
spoken word,other
springfield mo indie,other
spytrack,other
st louis rap,rap
st petersburg fl indie,other
stateside dnb,other
steampunk,punk
steel guitar,other
steelpan,other
stl indie,other
stockholm indie,other
stomp and flutter,other
stomp and holler,other
stomp and whittle,other
